Node-Depth,0,1,2,3,4,5,6
D0,NA,NA,NA,NA,0.9859755889912092,NA,-0.4993757802746567
D1,NA,NA,NA,NA,1,NA,NA
D2,NA,NA,NA,NA,0.9999986652447084,NA,-0.998003992015968
